Review,Rating
Very good sound quality. Bass top notch. Speaking from a everyday extensive usage experience. Overall perfect headphones for everyone,5
"Nice sound, bluetooth connectivity is smooth. Comes with 3.5mm cable.
Little heavy, so you may not like wearing for long hours.
Overall good buy.",4
Overpriced! 50 Rupee earphones sold outside Metro stations sound better! Very disaapointed!,1
everything is good but the build quality is not so good something is always shakes in the speaker and the coupons & the offer sould be provided by them are fake,1
Sound us very good. Good noise cancellation. Will test mic functionality further and update review.,4
"- Excellent Sound Quality.
- Very Sturdy

Very very happy with the purchase.
Go for it, You wont regret.",5
"Sound produced by them are quite crisp and thumping bass promised is delivered.
Build materials are of good quality and feel premium.",4
Good headphones for gaming with wired connection. Lacks in noice cancellation and Bluetooth sound quality.,4
This is something awesome I have purchased ever in headphones.. Just go for it if someone is searching for over the ear 🎧 and looking for some extreme quality.,5
The packaging was not good... Came in a pretty bad state,4
"Initially was good , but later after few months the joints that connect earphone to the head band came off .
Difficult to use . Awating for a revert from company .",2
Good product!,4
"Sound is average , not so good, not worth the price. Hence returned. Otherwise build quality etc. looked good",3
Till now no issues with headphone and good sound quality. I can use the headphone for long hours without getting any pain.,5
The connectivity seems to be an issue. The wire also becomes loose and don't connect properly after 3-4 months.,3
Sound quality is amazing. Apt product for people who love bass music.,4
"The first one was faulty, so ordered a replacement, and to be honest this one hasn't disappointed me, the sound quality is awesome",4
Sound quality of this headphone is good. No connectivity issues deep base and clear sound. Happy to have it,5
Yeah it's damn good but what I realised was the product which I got was a damaged a bit. But rest it's worth buying.,4
Amazing product: don't generally write reviews. But this one was too good to ignore.,5
Prelim review is great. Quality is good. Hoping for the best.,5
I don't like the circles on the ear pad if accidently i touch them the give me goosebumps and uncomfortable on my hand for hours.,5
Bad quality Worst product to buy from Amazon give my money today i never face this problem in other App Store like flipkart mynta,1
Sound quality is great.Bass is really overwhelming.overall the product is very good,5
The product is best in class. Over the ear headphone with both wired-wireless connectivity is what I needed. A must buy.,4
Sound quality and battery back up is good,5
"Product is good, but there is fault in my purchased headphone. Some loose connection and I can hear the sound of instrument along with music.",4
"Build Quality is great. I would highly recommend this to anyone.

It becomes sweaty post use.",5
"Comfortable product to carry, nice feel and easy to operate..big in size but very light in weight..recommended..",5
I likt the bass but its mic and finishing quality of the product must improve and it should be more large to fit on head easily.,3
Bluetooth and the sound quality is good. Had issue with Amazon delivery which was worst experience.,4
It has amazing sound but no noise cancellation.. overall product is good.,5
"Awesome headphones for laptop HD sounds quality awesome
Battery backup awesome
Only price is bit higher",5
Build quality is not upto the marks. Requires improvement in both build quality and packaging.,3
Bass super noise cancellation is okay ok,5
"I used this headphone a lot and it's performance is amazing and its battery life is superb....
I m really impressed.... 😊",5
Good sound quality excellent bass.one should go for it. Value for money.😀👍👍,5
Just now received..ontime delivery..looks stunning.. Sound quality is good.. Let's see more use can give more feedback..,4
Wires were tangled and gaana subscription was already used. Sound quality is better than expected given the price. It's comfortable for my ear.,4
The product received in good packaging and condition. Totally sealed. Very good quality headphones. Thats a bang for bucks.,5
"Amazed by the battery backup..
Out of the box it lasted for 11 days in my case..",5
The sound quality is really good. It does not slide off easily while working out. might give you a headache after using at length.,4
This review is for Gana plus subscription as a subscription is only provided on reviewing the product,4
So much noise and such a poor quality of sound. Wastage of money.,1
I was expecting some more sound in it but it was just like a normal sound but the quality of sounds is ok i like it i ll recommend this product for lisning music only not for professional use,5
I like this product this headphone is awesome and the built quality is good also the base is awesome overall valur for money product,5
Not as expected.. guys if u like head paining bass go for it from my side not recommended better put extra bugs and opt for anc headphones .....,3
"The mic is very muffled , tried on Bluetooth and aux cable. Same story. Audio is good but can't use it for talking on phone .",1
The product is amazing. The Bluetooth connectivity can be improved. Noise cancellation is amazing. The sound quality is also very nice.,4
At the price this is the best noise cancellation device. The sound quality is good. I would recommend a buy,5
Sound is crisp and clear. Mic works well. Connectivity is fast. Noise cancellation is up to mark for the price its offered.,5
Nice heaphones under this price segment.I like the headphones very much.,5
worth for money,4
"It is a good product, worth the money.
Bass is goodand the highs are a little high but you can correct it with equalizer.",4
Excellent audio and build quality. Comfortable to wear for long time. Highly recommended,5
Really good pair of headphones with iem quality audio,5
The headphones are of pretty good quality and sound quality is also fine The packaging itself however looked pretty beat up,4
There is no active noise cancellation as far as I see but the sound quality is superb and wired mode is also working great.,4
"Amazing product
Very comfortable
Suitable for those who want to use it for long hours
Definitely a thumbs up",4
"Isme connectivity ki problem aati h like that sometimes connect and disconnect and connect and disconnect continue
Bluetooth poor connectivity problem",1
"GREAT BASS AND 4.5 STAR NOICE CANCELLATION. 👍🏻👍🏻............
Using it for last 3 days and not charged even now and has 50% battery remaining after 12 hours of use...",5
"best product go for it ❤
but seal was broken bad packing bu amazon but every thing was there in box go bor it",4
"Crisp Sound, Big ears, premium leather easy on ears, sharp Bluetooth & offline connectivity. Value for money with premium quality.",5
If you want Bluetooth then only go with this otherwise there are many better options too.,4
"For students who intend to actually take notes don't buy, my tip got frayed within a day's use, this is just a fancy freebie and guess what Samsung does not provide replacement tips like tab S6.
Update
Now the button on S pen is also not working surprise surprise.",1
"Samsung has really hit the Tablet market by adding an S-Pen.
Let's talk about a few aspects of the device.

1) Free S-Pen (5/5) - Throwing a free S-Pen in the box is probably the best thing that Samsung has done in the price range. S-Pen does not need a battery, no pairing needed, and is ergonomically lightweight. The plastic build feels no less than a premium stylus that you can find in the flagship tablets only.
Notes taking is so handy and palm rejection is decent. I am not an artist but I'm sure it won't make much difference for artists as well. It has no lag and the button in the S-Pen is handy too. The synchronization of S pen with the display is seamless. A brilliant add on by Samsung.

2) Display (3/5) - The tablet is surely going to be a drawback with its TFT panel display. The colors aren't rich and not as punchy and vibrant as you might find in most phones nowadays. However, it is better than most Android tablets in the market at this price range. If you are a Super AMOLED Display user like me, then the display is surely going to disappoint you taking you back to the era of 2016-17. Normally, you won't find it much bothering if you aren't constantly gawking for picture quality. It's understandable and decent for the price as far as other aspects are concerned. My main utility is reading and taking notes and I'm totally satisfied with the display panel.
The colors are good and the outdoor usage is also decent.

3) Speakers (5/5) - Loud, Punchy and clearer audio than expected. No wonder why Samsung brands AKG so proudly on its devices.

4) Processor (4/5) - I don't do much gaming and probably wouldn't wish to use a tablet for that purpose. But I tried COD mobile in this anyway and found it run smoothly. Of course, graphics and display aside. The apps launch quite smoothly and I faced NO LAG in any app till now. In fact, some video editing tools work fine as well.

5) OS (4/5) - This tablet comes with Android 10 and supports all that you find in the app store. The best thing about Android is that its wide range of applications and most of them are free. Of course, not all of them are optimized for tablets, but there's no reason to complain. Almost all apps run as smoothly as they do on any mobile phone. Although you can find apps that are specially optimized for Android tablets as well. I personally find Android 10 OS much rational, especially in the price range even if I compare it with its rival windows 10 OS in Surface Pro.

6) UI (5/5) - Samsung, nowadays is taking up the market with its One UI and the new update makes the user experience better with buttery smooth theme and gestures. It works no less amazing in the tablet and gives a pretty good experience while using it. BUT, it does make you feel like using a Samsung phone, just that with a bigger screen and its quite alright.

7) Camera (3/5) - Well, The 8 MP rear camera is pretty decent and gets the work done. The 5 MP front camera is good as well and is quite ok with video calling, online lectures, and similar purposes. Don't expect to do a session of photography with it. Although Samsung came up with better camera quality than most Android tablets in the price range. Camera Megapixels and quality should not be a major deciding factor in terms of a tablet, anyway.

8) Connectivity (5/5) - No complaints at all. One can connect any Bluetooth device seamlessly, be it a keyboard, mouse or BT speakers and the range is good as well.

9) As a laptop replacement: BT keyboards and mouse can be integrated to give it a laptop feeling. But frankly, If you want a laptop, buy a laptop. As simple as that. There's no point in replacing a laptop with a tablet. I bought a tablet for instant access to the internet, journals, papers, reviewing presentations, a little entertainment, meetings, and notes taking. And I'm so much satisfied with it. For heavy professional work and all, I have a laptop for that.

Overall Review: This is the best deal you could get especially with the S-Pen integration and if you dont want to spend an extra 6000 to 9000 INR just for a stylus. Probably very good for students in the price range, mainly in the times of online classes and lectures. It is an awesome tablet for others as well.

I could recommend it to everyone. I hope this review helps.",4
"Simply worth the money

Review written after one day of use :-
Pros
1. Value for Money with S-pen
2. s-pen works like a dream
3. No lag during gaming
4. Handles multi task well
5. Hand writing recognition is awesome and no lag in pen
6. Best for studying and note taking
7. Decent Camera

Cons
None that I faced other than S-pen doesn't stick well on left side

My purpose of buying this was studying and reading PDF book with light gaming and Entertainment for that it is best.

I saw some questions about not being able to avail pre book offer so
1. Samsung shop can be downloaded from galaxy store only on tablet
2. Offer banner will appear within 72 hours of tablet activation so don't panic if it doesn't appear right away",5
"This is my first bad experience with a product I bought from Amazon. They have always been very prompt in their service and response time
However this time, I don't know what happened

I am not getting any response from Amazon as well. Waiting calls for half hour. Then line goes dead and there are no callbacks

PRODUCT ISSUE
When I opened the box, I found that the S Pen is frayed at tip. It doesn't work properly and you have to press it hard on the screen to get it to work
Also there are no replacement tips
Not sure if Samsung has done this purposefully just because of the lite tag

I just want a replacement for the S pen or replace the tab or return the item and get a refund.",1
"this is a mind blowing tablet and i did 't expected it to be such a beast, before buying this tablet i was really confused b/w this tab and the ipad 10.2, i saw many reviews on youtube and most of them told that the screen is a let down due to the LCD panel but anyway i m kinda samsung fanboy and generally hate apple product because i think they are generally not worth it according to the price so i ordered this tablet and recieved it just 3 hrs ago and my my the screen is so mesmerizing it doesn't even feel like an LCD panel and its so crisp! and the sound is like i m in a theater, the s pen is smooth as hell. One thing i didn't like is the camera quality as its very pixelated and didn't impressed me much but i don't mind it as tablet is not meant for photography but it does its job of scanning QR codes and documents. I have drawn a quick sketch in autodesk sketchbook as its my first digital drawing its not so good but it will give you an idea about the s pen accuracy😁

UPDATE: After using the tab for 3 days now i experienced some CONS that i would like to mention-
1)tablet being having an LCD panel, it becomes very difficult to use during night time because its ""minimum brightness"" is still bright and dark mode doesn't help much.
2) processor is little weak in terms of gaming but other then gaming its all smooth.
3) the spen is great and can be easily compared with the apple pencil or may be we can call it better as this stylus is made by wacom company who are expert in making digital stylus its latency is even better then the original tab S6 pen BUT one problem with this pen is that its nib cannot be replaced and once it will break the whole stylus will be useless, so we have to really use it carefully....if you are a heavy user of s pen then i will recommend you to pick up an another backup stylus though most of the android supporting stylus are crap but i found 2 good stylus:
1) Staidler noris digital pencil( its specially made for samsung tablet and it has all the function of spen including the palm rejection) cost- 3500/-approx
2) Adonit jot pro(its more of a budget stylus but does all the job of spen but doesn't have the paĺm rejection) cost-1200/- approx.
4)In malaysia samsung is giving free targus keyboard book cover worth rupees 7000 with this tab and in our country there's not even a single freebie provided this is just rediculous and unfair.
so these are all the CONS that i experienced though i loved the tablet and from day 1 of its arriving i m glued to this tablet(haha) and continuosly sketching on autodesk, here's my another digital art i tried(spend 10+hrs on drawing this candle)",5
"UPDATE: Latest software update : 1. Brightness can now finally be reduced to a level which doesn't strain eye
2. Double tap to wake feature here now.
3. Improved camera performance.

Its been 10days since im using the tab...I am a student who writes a lot of notes, have a huge bunch of pdf books, watch my classes, netflix, prime etc.. I owned apple iPAD PRO 1st generation from past 3 years with apple pencil 1st gen and didnt want to spend much this time...i was confused between ipad 10.2 7th gen and tab s6 lite...i went for this...n im loving this...im glad i made the right choice.
Im will compare it with ipad(which i used personally) and tab s5e(my brother has it) as well...

PROS:
1. S-pen: the BEST STYLUS in market for me right now...it is very light, long, the tip is really nice and with added spen functionality like in GALAXY NOTE devices...its the best way u can interact with your tablet in entire market.
• It sticks perfectly to side with really tight magnets (as long as you dont place it on volume rockers which some stupid reviewers do and say magnet is bad)
• Almost no latency while using Samsung Notes , Squid or OneNote.
• Luckily no need to charge the bettery which is really nice to have.
• Transparency, smart select, translation, penup and other features works just like charm❤. Great to have it(none in ipads)
• Button: can be used to quickly erase what you wrote by either double tap or by holding it(absent in apple pencil gen1). Also you can toggle the quick settings with it.
• Matt texture, and non slippary (unlike apple pencil gen1). Feels like a real pencil in hand.
Ive used apple pencil 1st gen from past 2 years...its super heavy and slippary(due to its glossy coating), the weight distribution sucks, charging method is very very horrible and after 1.5 years the battery in pencil deteriorated considerably. Also there is no place to stick the pencil unless you buy a separate cover, feels like writing on glass which isnt best handwriting at all.
In short Spen absolutely blows away apple pencil gen1.
2. DISPLAY: yes it is a tft display n not amOLED...but do not forget that it is made by world's best smartphone display maker company...the display is super sharp and vibrant and you cant tell by mere looking at it that its not OLED unless you place it side to side with tab s5e with oled screen..its really great for the price considering the laminated display with almost no gaps between screen and display like in apple ipads.
3. PERFORMANCE: i was very very afraid on as to how the performance would be considering its an exynos 9611...but its actually really good..if not great(bec of the price).
Pubg works perfectly great on high graphics, high frame rates with almost no jitters, so does call of duty.
Compared to tab s5e...which is thought to be faster...but its not...as its exynos...samsung can configure the apps axcording to their chip just like what apple does...so performance is literally almost the same on both tab s5e and tab s6lite...
Also in a review on youtube...as compared to ipad 7th gen...it was able to load the apps at same speed...obviously if you only want to game then ipad is better option but still this does the job just fine.
4. SOFTWARE: runs on android 10 and one UI2.1 which is very polished...i just love oneUI and associated features and customisations.
Compared to tab s5e, you can get an extra 1 year of software update according to samsung 2 year policy.
5. SPEAKERS: i like to play stuff directly on tab...n oh boy these speakers are the best...yes they are just 2 but when compared to tab s5e with 4 speakers they sound the same ...and with ipad pro 1st gen...these 2 AKG with dolby atmos stereo speakers outwieghs the 4 of my previous ipad's which was a surprise package for me as well.
6. HEADPHONE JACK: i hate what smartphone companies have done to the headphone jack...not even samsung has started ditching it BUT luckily its still here...which is a blessing for me.
7. PRICE: cheapest and most complete note taking tablet at this price.
8. Type c jack: comes with amazing functionality...can connect pen drives, mouse, keyboard and anything that you want.(literally i couldnt do anything with my ipad pro 1st gen with lightening connector)

CONS:
1. Though the display is good and bright...but it lacks geting the lowest possible brightness levels ...which is still pretty bright for night use
2. Aspect ratio ...i still would prefer my old ipad's 4:3 aspect ratio for reading my books, writing notes. Yes this is better for watching movies and videos but for me i missed it.
3. No DEX...i dont know buy why there is no dex here...yes we can open the apps in floating windows but dex is all together the best thing...its there in tab s5e by the way.
4. No fingerprint scanner... this is the most annoying this about this tablet...though the facial recognition is superfast and snappy. But at night or for better protection it should have had it...(present in s5e)
5. No extra tips for spen included in box.
6. No fast charger out of box though it supports fast charging.

So, to some up...this is the best note taking tablet you can buy right now at just 30k (apple ipad 7th gen would cost 40k with sucker apple pencil gen1 and lesser storage and s5e misses the spen which is best stylus ive ever used.)
If you can not buy iPAD PRO 11"" with apple pencil gen2 which is still THE BEST tablet in market and your budget is tight...GO FOR TAB S6 LITE WITHOUT EVEN THINKING AGAIN.
I absolutely loved what samsung has offered this time at such a great price. (n im glad i didnt go for ipad 7th gen.)",5
This tab came with pre launch offer where galaxy ear bud + can be purchased at 2999. But unfortunately this offer I am not able to get as amazon days its offer from partner brand and Samsung is not responding on this ..Feel cheated by amazon ad campaign,1
"First of all things it does better than iPad 7th gen..
1. S pen included, you don’t have to shell out additional 8 k (but note that Apple Pencil performs far better)
2. Better aspect ratio..
3. Better speakers..sound is amazing...
4. Extra slot for memory card...
5. Flexibility of Android...

Now where it lags compared to iPad
1. The screen is so much better in iPad ..
2. The productive apps like GoodNotes, notability, procreate, lamafusion have no replacement in android
3. The smoothness of iOS is unparalleled...

Final thoughts...
If you can stretch your budget go for iPad... if only interested in light use and general entertainment purpose ..this one is good.. just keep your expectations low...",3
"I have just received the Tab S6 lite and man it looks good. Compared to the basic Ipad, it looks wayy better. Loving it as of now.
Only one complaint, the pen that came with it has its tip a little worn off. I'll take it to the repair center to see what can I do.
Else everything is great.
Will keep updating it in the future.",5
"Received the tab today. Here are my observations.

In terms of build quality and looks, it looks good.

For me the s-pen was all over the place. As soon as I bring it closer to the screen, it starts registering touches even though its 1 cm apart from the screen. This results into undesired touches and actions being performed every where. My main reason of ordering the tab was due to the pen support, but this s-pen is completely useless for me. Tried contacting the Samsung support over whatsapp, all the guy can tell ,e was to factory reset the tablet or go to customer center. Being in Mumbai, the Corona capital of India, I will go for returning the tablet instead.

Also if there is anything being written to the storage, like an app being upgraded or something getting downloaded, then device gets really slow.

Final con, like many other, I am also not able to claim the pre-book offer. Says invalid serial number

Edit:

Increased my rating as I got few things sorted.

S-pen started working after I attached it couple of times to the magnetic side of the tab i.e. below volume buttons. Also pre-order offer got activated after two days of delivery",4
 started giving problem of hanging after few days.. screen frequently becomes unresponsive. and received damged s pen,1
"Good alternative for i pad ! Will update if I face any issue.
Packing was poor..

Regarding Pre-booking offer-
After 72hr of activation of tablet in for you section of SAMSUNG SHOP I found tab s6 lite pre-book banner after cliking on that I was directed to web page where I entered my mo no and serial no after that I got promo code via text message. Which I used while checking out GALAXY BUDDS+ and as SAMSUNG promised I got GALAXY BUDDS+ @ 3k
Note- ( Samsung shop was download from samsung's GALAXY STORE)

Update 1-
some time s pen dont work on edges of screen. But its not big deal because its depends upon aap support. Also i have seen that in one note when you write stroke of writing is thinner towerds edges and it get thicker in middle. But with other aaps like s note i havent seen this problem. ( After 2 days of use I think this is happening due to tablet cover still not sure)

Update 2-
Use s pen very gently otherwise when you press it hard nib of s pen get stuck inside and you need to strech it out thankfully i had nib remover of huion graphics tablet so i managed ( in such case you can use any other object like nail cutter but handle nib very gently.)

Update 3-
Some times s pen dont work. Initially i thought that its happening due to software but nothing to do with software its happening due to poor build quality of s pen need to tap on side of s pen hardly to get it into work. (When it in working condition it works fine) But some time it didn't probably its happening with my s pen only.
Update 4-
As mentioned in update-1 and uodate-4 problems s pen was not working properly near the right and left edges of screen Also the S pen had few issues so I returned the tablet and thinking to buy same another one bcz what samsung is providing with in 28k is good enough for my uses. Cross figures and hopefully I will not face same issue with my next tablet.",5
"Ordered 25th June and Received 30th June and the product malfunctioned within 27 Days of usage i,e Today 26 July. If I lived in USA I can claim Amazon Replacement policy but here I'm unfortunate as I'm Amazon India Buyer.
The Problem is Tablet is completely unusable - It continuously pressing Back keys in portrait mode of its own and in Landscape Mode it continuously pressing Home + Back Button.
I was watching a live session on YouTube in Landscape mode and the TAB is held by a tablet stand on the Desk that is the only program running at that time suddenly YT's Progress bar keeps appearing with play pause button - Looks like somebody pressing my tab, after some time it minimises and then the app shut off itself....now in that mode at the bottom of the screen Home+Back continuously pressed of its own...I can't open any program all getting closed and tabs heat up. I can't even shut down the TAB.
That is it......So far done 2 times Factory Reset and countless time of reboot / shut down (which is very hard because continues back button pressed) but Tablet remains the same.
What a piece of garbage Samsung Produce I don't know. 27 Days 27999/- Gone vanished in Air. Service Center is far from my house and COVID Lockdown in place, No Public Trasport and Nearest SVC remain shut indefinitely.",1
"I expected something great as i pre- ordered this product 10 days prior to launch i was excited , but on true noyes its not worth its price tag , screen is hmvery hard to use in day light or of any light reflextion is there.
Customer support denied to return the product even after 10 days return guarantee. Pathetic experience .

Buy it only , if you want to use it in dark.",1
"Got a broken tip of the S penin the box.
No replacement tips
Dissapointed
Though the overall tab is fabulous.",1
"S Pen broken:
I have received a faulty s-pen. The nib is frayed and does not glides smoothly on the screen. The tab is fantastic but the spen is why I bought it. I ignored few of the reviews here saying that they have recieved broken spen and went ahead with the purchase. But alas! I have recieved a damage product.
I kindly request Amazon to provide replacement for the spen or the tablet as a whole",1
Everything seems good until you start charging this tab. It takes almost 3.5 hours to get charged completely. And secondly there are no extra tips available for s pen with this tab as they are available for other products. It can support Upto 15 watt charger but the charger provided with this product is only 7.5 watt.,1
"TL;DR: Probably the best tablet in the market for students right now

=====Pros=====
- Stylus included: Major bonus for note taking; costs 8-9k for the competitor brand

- Laminated screen: makes the writing experience equal to the pro devices

- Looks: Same as the tab S6, can't tell the difference from far, hence a very premium look and no big bezels

=====Cons=====
- The OS: Wait, I'm a big fan of Android but the iPadOS has some really nice apps that were made specifically for iPads and that just isn't the case here but there are a few promising apps in early stages like Noteshelf, Krita, etc.

- Camera: Poor in comparison to the quality available in phones today but good enough for video calling/taking images of paper documents. It isn't that big a deal cause I don't think anyone would be taking pictures outdoors on a tablet anyway

There isn't any lag with multiple apps running in split window and hence the TFT display and the slightly inferior processor doesn't matter much for me personally but might for someone who's into intensive gaming but to them I tell go grab an S5e! (has everything superior but no stylus)

All in all, if you're a student and don't have tons of cash to burn/wait in uncertainty for 5 months till the next new budget iPad but want to study like a pro right now, it's highly recommended you to get this tablet.",5
"Pros -
Display- Not an Amoled panel but the display is miles better than the iPad 7th gen and the resolution is such that videos take up the entire screen enabling a great viewing experience.
Spen - Great to use, comes included and has a lot of features.
Battery - Have been getting around 10-11 hours of screen on time which is absolutely insane.
Audio - Dual speakers with Akg tuning is excellent .
Cons-
Spen magnetically attaches but mainly to the back which isn't feasible when resting the device, side attachment is weak.
Only samsung flip case available at the moment which is extremely expensive.
Power on off button is placed a bit too high.
Some apps aren't optimized .
Processor is fine for most tasks but not great at gaming.
Verdict -
Overall a great product in this price segment and surely is worth the money.",5
"The day I received the package I realized that the Spen do not work properly, it starts writing before the nib touches the screen. This means between alphabets/ words it leave a trail of line.. So, the Spen is useless. Informed the Amazon about replacing the product. They informed that a service guy will visit and take an assessment. The first service guy never visited but filed his report that everything is fine!! the guy cheated!!! the next person came and he had no technical knowledge to understand what the problem with Spen I was facing with. He also filed the report that the Spen is working fine. I called the customer service for the third time and pleaded with them to connect to the higher authority. After talking the customer service head for half an hour I realized that Amazon has no plan to stick to their policy of return within 7 days!!! In US or Europe this return policy is taken very seriously. There the Customer is treated with respect.
Now, I am stuck with a Samsung S6 product worth 28000 Rs and I am not able to use this for writing notes/teach
Looks like Amazon has no respect for their customers from INDIA.",1
5 stars for tab and 0 stars for Samsung India . Don't buy this tab if you will be using mainly spen . The major problem is the spen comes with black nib which is soft and wears out quickly . And also there are no replacement nibs when enquire with Samsung support they said only solution is to buy a new spen which costs more than 2k . So Everytime a nibs wear out we have to replace the whole pen but it in all other countries replacement nibs are available . It's like they are forcing us to buy new spen Everytime instead providing replacement nibs which would merely cost not more than 100 or 200/-,1
"Works fine but is quite expensive for this configuration. Samsung M31 phone with far better configuration (8GB RAM, 128GB storage, 6000mA battery) and far superior camera of 48mp costs 19k. This has bigger screen with only WiFi (LTE costs 4k moe) and M31 has dual sim. Bought it primarily for reading. S Pen looks delicate, not sure how long it will work. It doesn't has fast charging either with 7000mA battery nor it has flash.",1
"my favourite feature is handwriting to text Convert,now i am not using Querty keyboard.
i was thinking of Purchasing ipad or Huawei mediapad m5 Lite.but this is the Winner. Why?
Huawei mediapad m5 Lite- #CKMKB
IPAD- no mmc Support + NO Stylus
stylus has some Problem on tip.
This tablet is made in
vietnam.
Working fine
Can't play 720P Videos only 480P on Youtube - only Problem",5
"On launched day 08th June 2020. I booked the LTE version tablet & received on 21st June 2020.
Tablet is amazing.

Pros...
1. TFT display but sharp quality
2. Camera just OK as per tablet
3. Smooth touch experience
4. S Pen give extra comfort to write note, draw picture, capture screenshot etc.
5. Out of 64gb approx. 49gb ROM available
6. Out of 4gb approx. 1.5gb RAM free for user
7. Metal body

Cons...
1. Double to wakeup not available. Atleast this feature needed for big display.
2. Slow face recognition
3. Little bit too heavy
4. No flash light
5. No FM Radio
6. NORMAL 5V CHARGER GIVEN. ATLEAST NEEDED 15W CHARGER.
7. FULL CHARGE TAKE 2.5 HOURS.

Major disappoint, After login Samsung Shop mobile application not able to avail the pre-book offer. Following all the steps mentioned in the T&C but till not succeed. Sometimes giving IMEI number invalid message and Sometimes giving apologies message. For that I have called Amazon, Samsung care to solve this issue but till no resolution.
Waiting for their reply. Hope they solve the problem as soon.

Edit-
From date of received, after 5 days pre-booked offer successfuly redeemed.

Those are facing pre-booked redeem offer in samsung shop.
1. Once you insert the sim in tab or switch on, dont remove your sim card at least 72 hours or more and wait 3 days.
2. After 3 days keep trying daily 2 or 3 times.

Offer will display any times.

Update
Finally, Yesterday (06-07-2020), received the prebooked offer.",4
"Never buy Samsung products getting in trap of jaw dropping offers. It's my personal experience. I tweeted ,messaged them ,called them but they are just giving lame excuses for proving me not eligible for the offer which were not even mentioned in the terms and condition brochure! Very poor service by Samsung I just hope they get well soon.",1
"Okay so here is the review after 4 months.
Pros.. 1. Cheaper alternative for ipad. If you are student it's for you.
2. Speaker quality is awesome and I can't complain for a better display in this price range. Perfect for online class (or marrow or prepladder @medicos )
3. S pen included. So perfect for note taking. S pen featured withing this Price range is too good to be true.
4. If you are a reader and going to buy this for study purpose battery life is way beyond your need.

Cons-
1. Packaging of s pen. Check previous reviews... Most of their s pen tip was damaged. This is due to packaging of the s pen by Samsung it self. In the box s pen is just wrapped by a small sleeve and can easily move to and fro while shipping, causing damage to the tip.
2. Clearly not for premium gaming experience. This Exynos processor can handle pubg but at this price range you can expect more
3. Display. As you all know Samsung does not provide their flagship display here in this budget.
4. Easily damaged s pen tip.
If you write with pressure.. This s pen is not for you.
5. Expected faster refresh rate at this price range",4
"I bought this tab for notes + reading purposes
And it is excellent so far, s-pen is way batter compared to s6's pen, run smoothly while taking notes,TFT display is also gorgeous, battery back is so far good actually.
Seems like samsung really taking tablet market seriousl, and one ui is just so damn good, too many features, loved the s-pen's inbuilt notes app, overall it's a good alternative for low budget ipad,if you have android phone and u have paid apps, I would suggest go for this, worth buying",5
The pre booking redemption advertised with samsung s6 lite is not at all availabe,1
Spen is damaged. Package is damaged. Tab is heating up on moderate use. Seems to be an used product.,1
Very bad experience purchasing this tablet. The tablet doesn't work and the pen is not at all working. On top of it the amazon team is not supportive at all in this product. The technical team visited to check the tablet and couldn't solve it.. Rather than taking back the faulty product amazon makes you talk to different teams to waste your time without accepting their fault. Very bad experience.. Never going to buy any electronic products from amazon after this,1
 Product is completely new and is defective. It is showing unexpected behavior. Technician is going to visit to validate. Will update further later.,1
"Please go for iPad. Don't waste your money on this stupid Exynos powered thing. Trust me, iPads are 100 times better than these. Go for iPad 7th Gen or iPad Air.",1
" Attaching the screenshot and Videos.
Immediately after opening the box I've observed white lines and blurring of screen .
But after some time I found repeatedly this faulty is getting and then I reported to customer care about this issue.
He said me to send photo or video , and I'm waiting for my replacement
Plz do justice for my money plz Amazon.

Update : I've recieved a replacement for the defective tab and got the new one which got manufactured on aug itself.

Battery is very good , you can watch 7-8 movies easily for one charge.

Touch experience is smooth.

Weight is a bit heavier (may be bcoz I'm first time user of tab)

S Pen nib/tip is useless , it will be worn off in a month for heavy users.

Speakers are awesome.

I don't play games , so couldnot review on performance.",3
"I bought this mainly for watching movies and some productivity stuff like using spreadsheets and online classes for my son who is in class 12. I am not a gamer at all. For my use it's good. (My son prefers his phone for games, not a bulky tablet)

The pen is a nice add on and at times I find it easier to compose long emails by writing rather than typing! I don't know if the pen is durable, though.

The speakers are awesome and watching movies is a pleasure.

I have one small complaint, though. Samsung has tried to reduce the bezel size but in order to hold it comfortably we end up placing our fingers on the screen area. When I read Kindle books, the page goes on flipping even if I don't intend to. It is a little uncomfortable to hold and read books in the absence of a bigger bezel.

The tab is a little slippery and you might want to purchase a flip cover cum stand to carry it around.

The face unlock is nice but at times takes more time to recognise your face and you might end up unlocking with your pattern before it recognises you.

The camera is ok, but my phone's camera is better and I know that if I want to take pics, I will prefer using my phone, so that's fine. It serves the purpose of showing your face to the teacher during online classes and taking photos of your home work and uploading it to Google Classroom or whatever platform your school/college uses.

I have used Lenovo tab earlier and it was dead slow. Wouldn't allow me to work with spreadsheets or even have 3 chrome tabs open. So I had to sell it and buy this one. I am happy with the performance of my S6 lite.

I also got the news that Samsung will provide Android updates for a minimum of three years for a few devices including S6 lite, so that's another plus point and makes this worth the price of 29K I paid for it. (Got a credit card discount)",4
"I'm giving this review after using it for a week. I can't decide if I'm happy with the product or not. Before making the purchase too, i went through the reviews and there quite a few mentioning the bent S- Pen tip . Despite of all those reviews, I dared to purchase it. Finally i got the same kind of S-pen with uneven tip. I can't say it's damaged or something. Because, it's working fine. But, it's kind of makes me feel bad that despite all the money I've spend on this, am receiving such product. If u want to purchase, buy at your own risk.",3
S- pen tip chipped off. Box looks old,1
